place_id,place_name,date,time_of_day,avg_temp,max_temp,min_temp,avg_humidity,avg_windspeed,avg_pressure,pressure_change,avg_visibility,rain_half_hours,snow_half_hours,thunder_half_hours,fog_half_hours,bad_weather_half_hours,severe_weather_half_hours,trip_count,predominant_temperature_bin,month,month_str,weekend,trip_count_lag1,residuals
515,Fővám tér,2015-01-08,Early Afternoon,-4.0,-4.0,-4.0,80.0,9.3,1034.0,0,10.0,0,0,0,0,0,0,3,Very Cold,1,Jan,0,1.0,0.9486157687724699
515,Fővám tér,2015-01-08,Evening,-4.0,-4.0,-4.0,71.5,13.9,1032.5,1,10.0,0,0,0,0,0,0,2,Very Cold,1,Jan,0,3.0,-0.1480896026434344
515,Fővám tér,2015-01-08,Night,-3.0,-3.0,-3.0,74.0,11.15,1030.5,1,10.0,0,0,0,0,0,0,2,Very Cold,1,Jan,0,2.0,0.10465143248944564
515,Fővám tér,2015-01-09,Afternoon Rush Hour,4.0,4.0,4.0,81.0,17.3,1018.0,0,9.214030384271672,0,0,0,0,0,0,3,Cold,1,Jan,0,2.0,0.815299547880965
515,Fővám tér,2015-01-09,Early Afternoon,4.0,4.0,4.0,81.0,9.3,1021.0,0,8.821045576407506,0,0,0,0,0,0,2,Cold,1,Jan,0,3.0,-0.6424543465219728
515,Fővám tér,2015-01-09,Evening,4.0,4.0,4.0,84.0,19.45,1017.5,1,9.410522788203753,1,0,0,0,1,0,2,Cold,1,Jan,0,2.0,-0.6310698418332072
515,Fővám tér,2015-01-09,Night,9.0,9.0,9.0,71.0,37.0,1012.0,0,10.0,1,0,0,0,1,0,1,Mild,1,Jan,0,2.0,-1.210774248953122
515,Fővám tér,2015-01-10,Afternoon Rush Hour,8.0,8.0,8.0,81.0,14.8,1008.0,0,8.821045576407506,0,0,0,0,0,0,2,Mild,1,Jan,1,1.0,-0.5148558626091804
515,Fővám tér,2015-01-10,Early Afternoon,10.142857142857142,11.0,7.0,95.71428571428571,8.757142857142858,1007.5714285714286,2,8.928571428571429,0,0,0,0,0,0,7,Mild,1,Jan,1,2.0,-0.8801855292288794
515,Fővám tér,2015-01-10,Evening,8.0,8.0,8.0,81.0,20.4,1009.0,0,8.821045576407506,0,0,0,0,0,0,1,Mild,1,Jan,1,7.0,-1.4538112236311802
515,Fővám tér,2015-01-10,Night,9.0,9.0,9.0,76.0,16.7,1008.0,0,8.821045576407506,0,0,0,0,0,0,2,Mild,1,Jan,1,1.0,-0.2046268951552186
515,Fővám tér,2015-01-11,Afternoon Rush Hour,5.0,5.0,5.0,49.0,38.9,1013.0,0,10.0,0,0,0,0,0,0,1,Cold,1,Jan,1,2.0,-1.5419904216204747
515,Fővám tér,2015-01-11,Early Afternoon,6.0,6.0,6.0,61.0,33.3,1011.0,0,10.0,0,0,0,0,0,0,1,Cold,1,Jan,1,1.0,-1.8503082166568094
515,Fővám tér,2015-01-11,Late Night,11.0,13.0,9.0,60.0,31.45,1008.5,3,9.925476603119584,0,0,0,0,0,0,2,Mild,1,Jan,1,1.0,-5.946926830251794
515,Fővám tér,2015-01-11,Night,4.25,5.0,3.0,56.75,23.6,1017.25,1,9.962738301559792,0,0,0,0,0,0,4,Cold,1,Jan,1,2.0,0.5657435030709816
515,Fővám tér,2015-01-12,Afternoon Rush Hour,6.0,6.0,6.0,66.0,16.7,1025.0,0,9.850953206239168,0,0,0,0,0,0,2,Cold,1,Jan,0,4.0,-0.6182378090041025
515,Fővám tér,2015-01-12,Early Afternoon,8.0,8.0,8.0,57.0,27.8,1023.0,0,10.0,0,0,0,0,0,0,3,Mild,1,Jan,0,2.0,-0.24625228600392468
515,Fővám tér,2015-01-12,Evening,4.4,5.0,4.0,73.0,9.66,1024.0,0,9.23300862834017,0,0,0,0,0,0,5,Cold,1,Jan,0,3.0,2.298170966137403
515,Fővám tér,2015-01-12,Morning,7.0,7.0,7.0,61.0,24.100000000000005,1024.0,0,10.0,0,0,0,0,0,0,3,Mild,1,Jan,0,5.0,0.8995398308929796
515,Fővám tér,2015-01-12,Night,1.5,2.0,1.0,78.0,13.9,1023.0,0,8.821045576407506,0,0,0,0,0,0,2,Cold,1,Jan,0,3.0,-0.05256322841445904
515,Fővám tér,2015-01-13,Early Afternoon,8.0,8.0,8.0,53.0,11.1,1022.0,0,10.0,0,0,0,0,0,0,1,Mild,1,Jan,0,2.0,-2.4067871797595264
515,Fővám tér,2015-01-13,Evening,1.6666666666666667,2.0,1.0,87.0,14.200000000000001,1020.3333333333334,1,8.821045576407506,0,0,0,0,0,0,3,Cold,1,Jan,0,1.0,0.30749612731360365
515,Fővám tér,2015-01-14,Afternoon Rush Hour,-0.6666666666666666,0.0,-1.0,93.0,7.400000000000001,1016.0,0,4.333333333333333,0,0,0,0,0,0,3,Very Cold,1,Jan,0,3.0,0.6772189126461208
515,Fővám tér,2015-01-14,Evening,0.0,0.0,0.0,95.33333333333333,8.633333333333333,1017.0,0,1.5333333333333332,0,0,0,0,0,0,3,Cold,1,Jan,0,3.0,0.9610245992517807
515,Fővám tér,2015-01-14,Late Night,-3.0,-3.0,-3.0,93.0,3.7,1019.0,0,5.759827928524157,0,0,0,0,0,0,1,Very Cold,1,Jan,0,3.0,-0.4230592976996863
515,Fővám tér,2015-01-14,Morning,-1.0,-1.0,-1.0,100.0,7.4,1018.0,0,3.5,0,0,0,0,0,0,1,Very Cold,1,Jan,0,1.0,-0.47816099776157817
515,Fővám tér,2015-01-14,Night,0.3333333333333333,1.0,0.0,100.0,3.133333333333333,1017.0,0,4.666666666666667,1,0,0,0,1,0,3,Cold,1,Jan,0,1.0,0.9694099509438221
515,Fővám tér,2015-01-15,Early Afternoon,8.0,8.0,8.0,43.0,9.3,1020.0,0,10.0,0,0,0,0,0,0,1,Mild,1,Jan,0,3.0,-2.579568306366577
515,Fővám tér,2015-01-15,Evening,0.0,0.0,0.0,80.0,13.0,1019.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,1,Jan,0,1.0,-0.8397143424875713
515,Fővám tér,2015-01-15,Morning,4.0,4.0,4.0,65.0,13.0,1021.0,0,9.850953206239168,0,0,0,0,0,0,3,Cold,1,Jan,0,1.0,1.1729639464706791
515,Fővám tér,2015-01-15,Morning Rush Hour,1.0,1.0,1.0,81.0,14.8,1021.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,1,Jan,0,3.0,-0.2755927455457945
515,Fővám tér,2015-01-16,Afternoon Rush Hour,6.0,6.0,6.0,76.0,7.4,1016.0,0,10.0,0,0,0,0,0,0,2,Cold,1,Jan,0,1.0,-0.3725422884006182
515,Fővám tér,2015-01-16,Early Afternoon,4.444444444444445,6.0,4.0,79.88888888888889,17.51111111111111,1016.7777777777778,1,10.0,0,0,0,0,0,0,9,Cold,1,Jan,0,2.0,4.71953780604647
515,Fővám tér,2015-01-16,Evening,4.0,4.0,4.0,87.0,5.6,1017.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,1,Jan,0,9.0,-1.1491230026719848
515,Fővám tér,2015-01-16,Morning,3.0,3.0,3.0,85.0,13.0,1018.0,0,10.0,0,0,0,0,0,0,3,Cold,1,Jan,0,1.0,1.4375583210249718
515,Fővám tér,2015-01-16,Night,2.0,2.0,2.0,93.0,11.1,1016.0,0,5.759827928524157,0,0,0,0,0,0,1,Cold,1,Jan,0,3.0,-0.7304687570642496
515,Fővám tér,2015-01-17,Afternoon Rush Hour,3.0,3.0,3.0,87.0,5.6,1015.0,0,8.0,0,0,0,0,0,0,1,Cold,1,Jan,1,1.0,-1.195006855209515
515,Fővám tér,2015-01-17,Early Afternoon,4.8,5.0,4.0,77.0,8.879999999999999,1015.0,0,8.821045576407506,0,0,0,0,0,0,5,Cold,1,Jan,1,1.0,1.8002125522297465
515,Fővám tér,2015-01-17,Evening,3.0,3.0,3.0,87.0,7.4,1015.0,0,8.0,0,0,0,0,0,0,2,Cold,1,Jan,1,5.0,-0.12370893963090968
515,Fővám tér,2015-01-17,Late Night,1.0,1.0,1.0,93.0,9.3,1016.0,0,5.759827928524157,0,0,0,0,0,0,2,Cold,1,Jan,1,2.0,0.34410230399032105
515,Fővám tér,2015-01-17,Morning Rush Hour,1.0,1.0,1.0,87.0,13.0,1015.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,1,Jan,1,2.0,-0.24642564763399188
515,Fővám tér,2015-01-17,Night,5.0,5.0,5.0,81.0,11.1,1015.0,0,8.0,0,0,0,0,0,0,1,Cold,1,Jan,1,1.0,-0.9903619186409054
515,Fővám tér,2015-01-18,Afternoon Rush Hour,5.0,5.0,5.0,87.0,7.4,1017.0,0,6.0,0,0,0,0,0,0,2,Cold,1,Jan,1,1.0,-0.4885703522408482
515,Fővám tér,2015-01-18,Early Afternoon,6.0,6.0,6.0,81.0,3.725,1017.0,0,6.0,0,0,0,0,0,0,4,Cold,1,Jan,1,2.0,0.8889275088479001
515,Fővám tér,2015-01-18,Evening,5.0,5.0,5.0,87.0,8.350000000000001,1017.0,0,6.0,0,0,0,0,0,0,2,Cold,1,Jan,1,4.0,-0.39878159401311164
515,Fővám tér,2015-01-18,Morning,5.0,5.0,5.0,87.0,5.6,1018.0,0,4.5,0,0,0,0,0,0,2,Cold,1,Jan,1,2.0,-0.008709909000188532
515,Fővám tér,2015-01-19,Afternoon Rush Hour,5.0,5.0,5.0,100.0,7.4,1013.0,0,5.0,0,0,0,0,0,0,1,Cold,1,Jan,0,2.0,-1.2565430491824596
515,Fővám tér,2015-01-19,Early Afternoon,5.666666666666667,6.0,5.0,95.33333333333333,9.299999999999999,1012.3333333333334,1,4.166666666666667,0,0,0,0,0,0,3,Cold,1,Jan,0,1.0,-0.9152098171278928
515,Fővám tér,2015-01-19,Evening,5.0,5.0,5.0,93.0,3.3600000000000003,1013.0,0,5.0,0,0,0,0,0,0,5,Cold,1,Jan,0,3.0,2.7482181370837906
515,Fővám tér,2015-01-19,Late Night,3.0,3.0,3.0,93.0,9.3,1016.0,0,6.0,0,0,0,0,0,0,2,Cold,1,Jan,0,5.0,0.27286561164451273
515,Fővám tér,2015-01-19,Morning,4.0,4.0,4.0,100.0,9.3,1013.0,0,1.8,0,0,0,0,0,0,1,Cold,1,Jan,0,2.0,-0.7966008269547209
515,Fővám tér,2015-01-19,Night,5.0,5.0,5.0,95.33333333333333,4.333333333333333,1014.0,0,4.0,0,0,0,0,0,0,3,Cold,1,Jan,0,1.0,1.0305083823129544
515,Fővám tér,2015-01-20,Early Afternoon,7.0,7.0,7.0,81.0,13.0,1013.0,0,10.0,0,0,0,0,0,0,2,Mild,1,Jan,0,3.0,-0.7261308967243871
515,Fővám tér,2015-01-20,Evening,5.0,5.0,5.0,100.0,20.4,1013.0,0,10.0,0,0,0,0,0,0,1,Cold,1,Jan,0,2.0,-0.8575286365878312
515,Fővám tér,2015-01-20,Morning,4.0,4.0,4.0,100.0,9.3,1014.0,0,1.8,0,0,0,0,0,0,1,Cold,1,Jan,0,1.0,-0.7961459186034077
515,Fővám tér,2015-01-21,Afternoon Rush Hour,6.0,6.0,6.0,93.0,7.4,1015.0,0,8.0,0,0,0,0,0,0,1,Cold,1,Jan,0,1.0,-1.2694022605546889
515,Fővám tér,2015-01-21,Early Afternoon,6.0,6.0,6.0,93.0,5.828571428571428,1014.0,0,7.285714285714286,0,0,0,0,0,0,7,Cold,1,Jan,0,1.0,4.339471362769874
515,Fővám tér,2015-01-21,Evening,6.0,6.0,6.0,93.0,5.6,1015.0,0,6.0,0,0,0,0,0,0,2,Cold,1,Jan,0,7.0,-0.34325716423987096
515,Fővám tér,2015-01-21,Morning,5.0,5.0,5.0,100.0,3.7,1015.0,0,3.5,0,0,0,0,0,0,1,Cold,1,Jan,0,2.0,-0.8278332512101316
515,Fővám tér,2015-01-21,Morning Rush Hour,4.0,4.0,4.0,100.0,9.3,1013.0,0,5.0,0,0,0,0,0,0,1,Cold,1,Jan,0,1.0,-0.3541619724878744
515,Fővám tér,2015-01-22,Early Afternoon,7.0,7.0,7.0,100.0,5.6,1015.0,0,2.5,0,0,0,0,0,0,1,Mild,1,Jan,0,1.0,-1.9954313139007764
515,Fővám tér,2015-01-22,Evening,6.0,6.0,6.0,100.0,13.0,1015.0,0,6.0,0,0,0,0,0,0,1,Cold,1,Jan,0,1.0,-1.1572620621895582
515,Fővám tér,2015-01-22,Morning,7.0,7.0,7.0,100.0,7.4,1015.0,0,3.0,0,0,0,0,0,0,2,Mild,1,Jan,0,1.0,0.03823421516989356
515,Fővám tér,2015-01-23,Afternoon Rush Hour,8.0,8.0,8.0,93.0,14.8,1011.0,0,6.0,1,0,0,0,1,0,1,Mild,1,Jan,0,2.0,-1.632361240727167
515,Fővám tér,2015-01-23,Early Afternoon,8.5,9.0,8.0,90.0,10.2,1011.0,0,5.0,2,0,0,0,2,0,2,Mild,1,Jan,0,1.0,-1.9985522078622062
515,Fővám tér,2015-01-23,Evening,7.0,7.0,7.0,100.0,11.1,1012.0,0,7.0,1,0,0,0,1,0,1,Mild,1,Jan,0,2.0,-1.303250154497471
515,Fővám tér,2015-01-23,Late Night,6.0,6.0,6.0,100.0,14.8,1013.25,1,3.625,0,0,0,0,0,0,4,Cold,1,Jan,0,1.0,1.7024241982836927
515,Fővám tér,2015-01-24,Afternoon Rush Hour,3.0,3.0,3.0,100.0,16.7,1008.0,0,6.0,1,0,0,0,1,0,1,Cold,1,Jan,1,4.0,-1.1920236907997799
515,Fővám tér,2015-01-24,Early Afternoon,4.0,4.0,4.0,93.0,19.766666666666666,1008.3333333333334,1,7.333333333333333,2,0,0,0,2,0,3,Cold,1,Jan,1,1.0,-0.3608832621904883
515,Fővám tér,2015-01-24,Late Night,6.0,6.0,6.0,87.0,13.0,1011.0,0,6.0,1,0,0,0,1,0,1,Cold,1,Jan,1,3.0,-1.0962656534342243
515,Fővám tér,2015-01-24,Morning,4.0,4.0,4.0,93.0,13.0,1011.0,0,10.0,2,0,0,0,2,0,2,Cold,1,Jan,1,1.0,0.24153245512149413
515,Fővám tér,2015-01-25,Early Afternoon,1.0,1.0,1.0,100.0,14.8,1016.0,0,3.0,0,1,0,0,0,1,1,Cold,1,Jan,1,2.0,-1.4663362219316713
515,Fővám tér,2015-01-25,Late Night,2.0,2.0,2.0,93.0,14.8,1011.0,0,6.0,2,0,0,0,2,0,2,Cold,1,Jan,1,1.0,0.1570160186427556
515,Fővám tér,2015-01-26,Afternoon Rush Hour,2.0,2.0,2.0,81.0,3.7,1022.0,0,10.0,0,0,0,0,0,0,2,Cold,1,Jan,0,2.0,-0.09358217151106363
515,Fővám tér,2015-01-26,Early Afternoon,2.0,2.0,2.0,81.0,5.22,1022.4,1,10.0,0,0,0,0,0,0,5,Cold,1,Jan,0,2.0,2.0364078576094697
515,Fővám tér,2015-01-26,Evening,-0.4,1.0,-1.0,87.8,8.180000000000001,1022.0,0,9.764209115281501,0,0,0,0,0,0,5,Very Cold,1,Jan,0,5.0,2.5347538623460135
515,Fővám tér,2015-01-26,Late Night,1.0,1.0,1.0,93.0,11.1,1021.0,0,5.0,0,1,0,0,0,1,1,Cold,1,Jan,0,5.0,-0.6829405629415339
515,Fővám tér,2015-01-26,Night,-3.0,-3.0,-3.0,95.33333333333333,3.1,1021.0,0,10.0,0,0,0,1,1,0,3,Very Cold,1,Jan,0,1.0,1.5840626438737169
515,Fővám tér,2015-01-27,Afternoon Rush Hour,0.0,0.0,0.0,93.0,8.666666666666666,1015.3333333333334,1,3.3333333333333335,0,2,0,0,0,2,3,Cold,1,Jan,0,3.0,0.4690369044633025
515,Fővám tér,2015-01-27,Early Afternoon,0.0,0.0,0.0,100.0,3.7,1016.0,0,5.0,0,0,0,0,0,0,1,Cold,1,Jan,0,3.0,-1.2413311625497405
515,Fővám tér,2015-01-27,Evening,0.0,0.0,0.0,100.0,5.6,1016.0,0,3.0,0,0,0,0,0,0,2,Cold,1,Jan,0,1.0,0.09546603836903489
515,Fővám tér,2015-01-27,Late Night,-4.0,-4.0,-4.0,100.0,0.0,1020.0,0,8.0,0,0,0,0,0,0,1,Very Cold,1,Jan,0,2.0,-0.2658413673263511
515,Fővám tér,2015-01-27,Morning,-1.0,-1.0,-1.0,100.0,1.9,1016.0,0,4.0,0,0,0,0,0,0,1,Very Cold,1,Jan,0,1.0,-0.4617185674094091
515,Fővám tér,2015-01-28,Afternoon Rush Hour,0.75,1.0,0.0,82.5,10.2,1014.25,1,8.821045576407506,0,0,0,0,0,0,4,Cold,1,Jan,0,1.0,1.2677064999459229
515,Fővám tér,2015-01-28,Early Afternoon,4.5,5.0,4.0,67.5,11.125,1015.25,1,9.5,0,0,0,0,0,0,4,Cold,1,Jan,0,4.0,0.0546553287978182
515,Fővám tér,2015-01-28,Evening,0.0,0.0,0.0,93.0,3.7,1014.0,0,8.0,0,0,0,0,0,0,1,Cold,1,Jan,0,4.0,-0.7713947024247607
515,Fővám tér,2015-01-28,Morning,-1.0,-1.0,-1.0,100.0,3.7,1017.0,0,2.8,0,0,0,0,0,0,1,Very Cold,1,Jan,0,1.0,-0.5059979728101696
515,Fővám tér,2015-01-29,Early Afternoon,0.0,0.0,0.0,100.0,13.0,1002.0,0,4.0,0,0,0,0,0,0,2,Cold,1,Jan,0,1.0,-0.07330833403380499
515,Fővám tér,2015-01-29,Evening,0.0,0.0,0.0,100.0,11.1,997.0,0,2.0,0,1,0,0,0,1,1,Cold,1,Jan,0,2.0,-0.7581973719361395
515,Fővám tér,2015-01-29,Morning,-1.0,-1.0,-1.0,100.0,14.8,1003.0,0,2.6,0,0,0,0,0,0,1,Very Cold,1,Jan,0,1.0,-0.37705968659063527
515,Fővám tér,2015-01-30,Early Afternoon,5.0,5.0,5.0,100.0,16.7,974.0,0,7.0,1,0,0,0,1,0,1,Cold,1,Jan,0,1.0,-1.1073936049009667
515,Fővám tér,2015-01-30,Late Night,0.0,0.0,0.0,100.0,13.0,992.0,2,5.0,0,1,0,0,0,1,2,Cold,1,Jan,0,1.0,0.02093911247596214
515,Fővám tér,2015-01-31,Afternoon Rush Hour,4.0,4.0,4.0,70.0,13.0,989.0,0,9.850953206239168,0,0,0,0,0,0,2,Cold,1,Jan,1,2.0,-0.057437159865973086
515,Fővám tér,2015-01-31,Early Afternoon,3.8,5.0,3.0,71.4,18.15,988.0,2,10.0,0,0,0,0,0,0,10,Cold,1,Jan,1,2.0,5.260013587704235
515,Fővám tér,2015-01-31,Evening,-1.0,0.0,-2.0,86.5,3.75,991.0,0,8.821045576407506,0,0,0,0,0,0,2,Cold,1,Jan,1,10.0,-0.2509334600329982
515,Fővám tér,2015-02-01,Afternoon Rush Hour,1.0,1.0,1.0,87.0,11.1,992.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,2,Feb,1,2.0,-0.9025816007218357
515,Fővám tér,2015-02-01,Evening,0.0,0.0,0.0,87.0,5.6,994.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,2,Feb,1,1.0,-0.771943610984211
515,Fővám tér,2015-02-01,Morning,1.0,2.0,-1.0,91.33333333333333,10.5,992.0,0,4.333333333333333,0,0,0,0,0,0,3,Cold,2,Feb,1,1.0,0.533477608397749
515,Fővám tér,2015-02-02,Afternoon Rush Hour,3.0,3.0,3.0,70.0,20.4,998.0,0,10.0,0,0,0,0,0,0,1,Cold,2,Feb,0,3.0,-1.1197455264921339
515,Fővám tér,2015-02-02,Early Afternoon,4.0,4.0,4.0,71.25,13.9,997.0,0,10.0,0,0,0,0,0,0,4,Cold,2,Feb,0,1.0,1.4858707218563856
515,Fővám tér,2015-02-02,Evening,0.0,0.0,0.0,80.0,9.3,1000.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,2,Feb,0,4.0,-0.8355518986203412
515,Fővám tér,2015-02-02,Late Night,-1.0,-1.0,-1.0,93.0,5.6,994.0,0,5.759827928524157,0,0,0,0,0,0,1,Very Cold,2,Feb,0,1.0,-0.4235114812934444
515,Fővám tér,2015-02-02,Morning,1.0,1.0,1.0,100.0,9.3,997.0,0,3.0,1,0,0,0,1,0,1,Cold,2,Feb,0,1.0,-0.638565755849003
515,Fővám tér,2015-02-02,Morning Rush Hour,1.0,1.0,1.0,93.0,9.3,996.0,0,4.0,0,1,0,0,0,1,1,Cold,2,Feb,0,1.0,-0.2702909184842457
515,Fővám tér,2015-02-02,Night,-2.0,-2.0,-2.0,86.0,3.7,1001.0,0,10.0,0,0,0,0,0,0,2,Very Cold,2,Feb,0,1.0,0.5958970697195696
515,Fővám tér,2015-02-03,Afternoon Rush Hour,3.0,3.0,3.0,60.0,7.4,1006.0,0,10.0,0,0,0,0,0,0,1,Cold,2,Feb,0,2.0,-1.371983511571587
515,Fővám tér,2015-02-03,Early Afternoon,4.0,5.0,3.0,66.0,8.35,1006.0,0,10.0,0,0,0,0,0,0,2,Cold,2,Feb,0,1.0,-1.7205443050214924
515,Fővám tér,2015-02-03,Evening,0.0,0.0,0.0,93.0,13.0,1007.0,0,5.759827928524157,0,0,0,0,0,0,1,Cold,2,Feb,0,2.0,-0.8800830852464572
515,Fővám tér,2015-02-03,Late Night,-3.0,-3.0,-3.0,93.0,3.7,1001.0,0,5.759827928524157,0,0,0,0,0,0,1,Very Cold,2,Feb,0,1.0,-0.37893527316894815
515,Fővám tér,2015-02-03,Morning,0.0,0.0,0.0,87.0,5.6,1006.0,0,8.821045576407506,0,0,0,0,0,0,1,Cold,2,Feb,0,1.0,-0.4641223854926664
515,Fővám tér,2015-02-04,Evening,1.0,1.0,1.0,93.0,3.7,1011.0,0,8.0,0,0,0,0,0,0,1,Cold,2,Feb,0,1.0,-0.9118507968508291
515,Fővám tér,2015-02-04,Morning,0.0,0.0,0.0,100.0,13.0,1007.0,0,8.0,0,0,0,0,0,0,1,Cold,2,Feb,0,1.0,-0.38406438866223325
515,Fővám tér,2015-02-05,Afternoon Rush Hour,3.5,4.0,3.0,70.0,12.95,1017.0,0,9.850953206239168,0,0,0,0,0,0,2,Cold,2,Feb,0,1.0,-0.79713653443536
