time,index,temperature_C,humidity,windspeed_kph,wind_direction_degres,wind_direction,pressure_mBar,visibility_km,wind_chill_C,fog,rain,snow,thunder,temperature_bin,wind_chill_bin,humidity_bin,hour,time_of_day,month,month_str,bad_weather,severe_weather
2015-01-03 21:30:00,139,2.0,87,13.0,240,WSW,1017,8.0,-1.5,0,1,1,0,Cold,Very Cold,High,21,Night,1,Jan,1,1
2015-01-03 22:00:00,140,1.0,93,22.2,230,SW,1017,8.0,-4.3,0,1,1,0,Cold,Very Cold,Very High,22,Night,1,Jan,1,1
2015-01-03 22:30:00,141,1.0,100,11.1,210,SSW,1016,6.0,-2.4,0,1,0,0,Cold,Very Cold,Very High,22,Night,1,Jan,1,0
2015-01-03 23:00:00,142,1.0,100,5.6,0,Variable,1015,5.0,-0.7,0,1,0,0,Cold,Very Cold,Very High,23,Night,1,Jan,1,0
2015-01-03 23:30:00,143,1.0,100,3.7,0,Variable,1015,5.759827928524157,,0,0,1,0,Cold,Hot,Very High,23,Night,1,Jan,0,1
2015-01-04 00:00:00,144,0.0,100,3.7,0,Variable,1014,2.5,,0,1,0,0,Cold,Hot,Very High,0,LateNight,1,Jan,1,0
2015-01-04 00:30:00,145,0.0,100,5.6,0,Variable,1013,1.8,-1.8,0,1,0,0,Cold,Very Cold,Very High,0,LateNight,1,Jan,1,0
2015-01-04 01:00:00,146,0.0,100,7.4,90,East,1013,1.0,-2.5,0,0,1,0,Cold,Very Cold,Very High,1,LateNight,1,Jan,0,1
2015-01-04 01:30:00,147,0.0,100,5.6,0,Variable,1013,1.4,-1.8,0,0,1,0,Cold,Very Cold,Very High,1,LateNight,1,Jan,0,1
2015-01-04 02:00:00,148,0.0,100,1.9,0,Variable,1013,1.2,,0,0,1,0,Cold,Hot,Very High,2,LateNight,1,Jan,0,1
2015-01-04 02:30:00,149,0.0,100,1.9,0,Variable,1013,1.5,,0,0,1,0,Cold,Hot,Very High,2,LateNight,1,Jan,0,1
2015-01-04 03:00:00,150,0.0,100,1.9,0,Variable,1012,1.8,,0,0,1,0,Cold,Hot,Very High,3,LateNight,1,Jan,0,1
2015-01-04 03:30:00,151,0.0,100,1.9,0,Variable,1012,2.0,,0,0,1,0,Cold,Hot,Very High,3,LateNight,1,Jan,0,1
2015-01-04 04:00:00,152,0.0,100,13.0,320,NW,1012,1.5,-4.0,0,0,1,0,Cold,Very Cold,Very High,4,LateNight,1,Jan,0,1
2015-01-04 04:30:00,153,0.0,100,7.4,250,WSW,1012,3.0,-2.5,0,0,1,0,Cold,Very Cold,Very High,4,LateNight,1,Jan,0,1
2015-01-04 05:00:00,154,1.0,100,16.7,300,WNW,1013,5.0,-3.4,0,0,1,0,Cold,Very Cold,Very High,5,Morning,1,Jan,0,1
2015-01-04 05:30:00,155,1.0,100,27.8,290,WNW,1013,8.0,-4.9,0,0,0,0,Cold,Very Cold,Very High,5,Morning,1,Jan,0,0
2015-01-04 06:00:00,156,1.0,93,38.9,300,WNW,1013,10.0,-5.9,0,0,0,0,Cold,Very Cold,Very High,6,Morning,1,Jan,0,0
2015-01-04 06:30:00,157,1.0,93,25.9,300,WNW,1013,10.0,-4.7,0,0,0,0,Cold,Very Cold,Very High,6,Morning,1,Jan,0,0
2015-01-04 07:00:00,158,1.0,93,33.3,290,WNW,1014,10.0,-5.5,0,0,0,0,Cold,Very Cold,Very High,7,Morning,1,Jan,0,0
2015-01-04 07:30:00,159,1.0,93,42.6,290,WNW,1014,10.0,-6.2,0,0,0,0,Cold,Very Cold,Very High,7,Morning,1,Jan,0,0
2015-01-04 08:00:00,160,1.0,93,38.9,290,WNW,1015,10.0,-5.9,0,0,0,0,Cold,Very Cold,Very High,8,Morning,1,Jan,0,0
2015-01-04 08:30:00,161,2.0,87,40.7,290,WNW,1015,10.0,-4.8,0,0,0,0,Cold,Very Cold,High,8,Morning,1,Jan,0,0
2015-01-04 09:00:00,162,2.0,87,29.6,290,WNW,1015,10.0,-3.8,0,0,0,0,Cold,Very Cold,High,9,Morning,1,Jan,0,0
2015-01-04 09:30:00,163,2.0,87,24.1,290,WNW,1015,10.0,-3.2,0,0,0,0,Cold,Very Cold,High,9,Morning,1,Jan,0,0
2015-01-04 10:00:00,164,3.0,81,35.2,300,WNW,1016,10.0,-3.0,0,0,0,0,Cold,Very Cold,High,10,Morning,1,Jan,0,0
2015-01-04 10:30:00,165,3.0,81,37.0,300,WNW,1017,10.0,-3.1,0,0,0,0,Cold,Very Cold,High,10,Morning,1,Jan,0,0
2015-01-04 11:00:00,166,4.0,75,35.2,300,WNW,1017,10.0,-1.7,0,0,0,0,Cold,Very Cold,High,11,Morning,1,Jan,0,0
2015-01-04 11:30:00,167,4.0,75,40.7,300,WNW,1017,10.0,-2.1,0,0,0,0,Cold,Very Cold,High,11,Morning,1,Jan,0,0
